0||16777215||1098424776||01
16777216||33554431||1098424776||01
33554432||50331647||1098424776||01
83886080||100663295||1098424776||01
117440512||134217727||1098424776||01
167772160||184549375||1098424776||01
234881024||251658239||1098424776||01
385875968||402653183||1098424776||01
452984832||469762047||1098424776||01
520093696||536870911||1098424776||01
603979776||620756991||1098424776||01
620756992||637534207||1098424776||01
687865856||704643071||1098424776||01
704643072||721420287||1098424776||01
1241513984||1258291199||1098424776||01
1258291200||1275068415||1098424776||01
1291845632||1308622847||1098424776||01
1308622848||1325400063||1098424776||01
1325400064||1342177279||1098424776||01
1526726656||1543503871||1098424776||01
1543503872||1560281087||1098424776||01
1560281088||1577058303||1098424776||01
1577058304||1593835519||1098424776||01
1593835520||1610612735||1098424776||01
1610612736||1627389951||1098424776||01
1627389952||1644167167||1098424776||01
1644167168||1660944383||1098424776||01
1660944384||1677721599||1098424776||01
1677721600||1694498815||1098424776||01
1694498816||1711276031||1098424776||01
1711276032||1728053247||1098424776||01
1728053248||1744830463||1098424776||01
1744830464||1761607679||1098424776||01
1761607680||1778384895||1098424776||01
1778384896||1795162111||1098424776||01
1795162112||1811939327||1098424776||01
1811939328||1828716543||1098424776||01
1828716544||1845493759||1098424776||01
1845493760||1862270975||1098424776||01
1862270976||1879048191||1098424776||01
1879048192||1895825407||1098424776||01
1895825408||1912602623||1098424776||01
1912602624||1929379839||1098424776||01
1929379840||1946157055||1098424776||01
1946157056||1962934271||1098424776||01
1962934272||1979711487||1098424776||01
1979711488||1996488703||1098424776||01
1996488704||2013265919||1098424776||01
2013265920||2030043135||1098424776||01
2080374784||2097151999||1098424776||01
2097152000||2113929215||1098424776||01
2113929216||2130706431||1098424776||01
2130706432||2147483647||1098424776||01
2851995648||2852061183||1098424776||01
2886729728||2887778303||1098424776||01
2902458368||2919235583||1098424776||01
2919235584||2936012799||1098424776||01
2936012800||2952790015||1098424776||01
2952790016||2969567231||1098424776||01
2969567232||2986344447||1098424776||01
2986344448||3003121663||1098424776||01
3003121664||3019898879||1098424776||01
3019898880||3036676095||1098424776||01
3036676096||3053453311||1098424776||01
3053453312||3070230527||1098424776||01
3070230528||3087007743||1098424776||01
3087007744||3103784959||1098424776||01
3103784960||3120562175||1098424776||01
3120562176||3137339391||1098424776||01
3137339392||3154116607||1098424776||01
3187671040||3204448255||1098424776||01
3221225472||3221258239||1098424776||01
3305111552||3321888767||1098424776||01
3741319168||3758096383||1098424776||01
3758096384||3774873599||1098424776||01
3774873600||3791650815||1098424776||01
3791650816||3808428031||1098424776||01
3808428032||3825205247||1098424776||01
3825205248||3841982463||1098424776||01
3841982464||3858759679||1098424776||01
3858759680||3875536895||1098424776||01
3875536896||3892314111||1098424776||01
3892314112||3909091327||1098424776||01
3909091328||3925868543||1098424776||01
3925868544||3942645759||1098424776||01
3942645760||3959422975||1098424776||01
3959422976||3976200191||1098424776||01
3976200192||3992977407||1098424776||01
3992977408||4009754623||1098424776||01
4009754624||4026531839||1098424776||01
4026531840||4043309055||1098424776||01
4043309056||4060086271||1098424776||01
4060086272||4076863487||1098424776||01
4076863488||4093640703||1098424776||01
4093640704||4110417919||1098424776||01
4110417920||4127195135||1098424776||01
4127195136||4143972351||1098424776||01
4143972352||4160749567||1098424776||01
4160749568||4177526783||1098424776||01
4177526784||4194303999||1098424776||01
4194304000||4211081215||1098424776||01
4211081216||4227858431||1098424776||01
4227858432||4244635647||1098424776||01
4244635648||4261412863||1098424776||01
4261412864||4278190079||1098424776||01
4278190080||4294967295||1098424776||01
