--||--||--||eg||Egypt
699400192||699465727||1206248423||eg||
699531264||699596799||1206248423||eg||
699596800||699662335||1206248423||eg||
700710912||700776447||1206248423||eg||
700907520||700973055||1206248423||eg||
701325312||701333503||1206248423||eg||
701399040||701407231||1206248423||eg||
701612032||701628415||1206248423||eg||
702382080||702386175||1206248423||eg||
702447616||702449663||1206248423||eg||
702485504||702486527||1206248423||eg||
702493696||702494719||1206248423||eg||
702530560||702531583||1206248423||eg||
702541824||702542847||1206248423||eg||
703070208||703594495||1206248423||eg||
1040998400||1041006591||1206248423||eg||
1044701184||1044709375||1206248423||eg||
1047658496||1047724031||1206248423||eg||
1047863296||1047871487||1206248423||eg||
1049034752||1049067519||1206248423||eg||
1049296896||1049362431||1206248423||eg||
1049378816||1049395199||1206248423||eg||
1052852224||1052868607||1206248423||eg||
1055940608||1055948799||1206248423||eg||
1056014336||1056022527||1206248423||eg||
1347133440||1347141631||1206248423||eg||
1359216640||1359233023||1206248423||eg||
1359609856||1359642623||1206248423||eg||
1360355328||1360359423||1206248423||eg||
1360879616||1360883711||1206248423||eg||
1384218624||1384251391||1206248423||eg||
1388937216||1388969983||1206248423||eg||
1411645440||1411710975||1206248423||eg||
1422745600||1422753791||1206248423||eg||
1424556032||1424588799||1206248423||eg||
3227880960||3227881215||1206248423||eg||
3239307264||3239308287||1206248423||eg||
3252879360||3252895743||1206248423||eg||
3252912128||3252912383||1206248423||eg||
3259981824||3259990015||1206248423||eg||
3286935552||3286935807||1206248423||eg||
3286939904||3286940159||1206248423||eg||
3286957056||3286958079||1206248423||eg||
3287687168||3287695359||1206248423||eg||
3288430336||3288430591||1206248423||eg||
3288436480||3288436735||1206248423||eg||
3288514560||3288530943||1206248423||eg||
3288534528||3288535039||1206248423||eg||
3289123584||3289123839||1206248423||eg||
3289653248||3289661439||1206248423||eg||
3289777408||3289777663||1206248423||eg||
3289777920||3289778175||1206248423||eg||
3291397120||3291398143||1206248423||eg||
3301507840||3301508095||1206248423||eg||
3301513216||3301515263||1206248423||eg||
3301568512||3301570559||1206248423||eg||
3301572608||3301605375||1206248423||eg||
3301703680||3301769215||1206248423||eg||
3301769216||3301834751||1206248423||eg||
3302525952||3302526975||1206248423||eg||
3302621184||3302752255||1206248423||eg||
3302817792||3302883327||1206248423||eg||
3302950656||3302950911||1206248423||eg||
3557613568||3557621759||1206248423||eg||
3563560960||3563569151||1206248423||eg||
3564822528||3564830719||1206248423||eg||
3582148608||3582156799||1206248423||eg||
3583524864||3583533055||1206248423||eg||
3583647744||3583655935||1206248423||eg||
3583942656||3583950847||1206248423||eg||
3585466368||3585474559||1206248423||eg||
3587489792||3587506175||1206248423||eg||
3589734400||3589742591||1206248423||eg||
3590291456||3590299647||1206248423||eg||
3642023936||3642028031||1206248423||eg||
3642589184||3642593279||1206248423||eg||
3644063744||3644325887||1206248423||eg||
3649765376||3649830911||1206248423||eg||
