--||--||--||02||UnAllocated
1176061952||1176062207||1199081424||02||
1176503808||1176504063||1199081439||02||
1176562688||1176562943||1199081450||02||
1176569856||1176570111||1199081465||02||
1176755456||1176755711||1199081479||02||
1176915968||1176916223||1199081493||02||
2885681152||2885681407||1167803020||02||
2885681408||2885681663||1162959252||02||
2885746944||2885747199||1163321104||02||
2886336512||2886336767||1173854339||02||
2886336768||2886337023||1169922536||02||
2886337024||2886337279||1195351948||02||
2886599936||2886600191||1161837541||02||
2886602240||2886602495||1198993808||02||
2886602496||2886602751||1187672625||02||
2886666240||2886666495||1161837559||02||
2886668032||2886668287||1156644372||02||
2886669312||2886669567||1158892555||02||
2887854336||2887854591||1156561322||02||
2887975680||2887975935||1155957483||02||
2888040704||2888040959||1168054394||02||
2888433664||2888433919||1154923661||02||
2890747136||2890747391||1194461840||02||
2890924288||2890924543||1172139721||02||
3204514048||3204514303||1187324178||02||
3204514304||3204514559||1165299776||02||
3204514560||3204514815||1155958449||02||
3204958208||3204958463||1156302326||02||
3205081600||3205081855||1154923685||02||
3206154752||3206155007||1161837779||02||
3215657472||3215657727||1191119821||02||
3223196672||3223196927||1188356694||02||
3233276672||3233276927||1173763582||02||
3234334976||3234335231||1170902971||02||
3235040512||3235040767||1160453512||02||
