--||--||--||01||IANA Reserved
0||16777215||1206248423||01||
16777216||33554431||1206248423||01||
33554432||50331647||1206248423||01||
83886080||100663295||1206248423||01||
167772160||184549375||1206248423||01||
234881024||251658239||1206248423||01||
385875968||402653183||1206248423||01||
452984832||469762047||1206248423||01||
520093696||536870911||1206248423||01||
603979776||620756991||1206248423||01||
620756992||637534207||1206248423||01||
654311424||671088639||1206248423||01||
704643072||721420287||1206248423||01||
771751936||788529151||1206248423||01||
822083584||838860799||1206248423||01||
838860800||855638015||1206248423||01||
1677721600||1694498815||1206248423||01||
1694498816||1711276031||1206248423||01||
1711276032||1728053247||1206248423||01||
1728053248||1744830463||1206248423||01||
1744830464||1761607679||1206248423||01||
1761607680||1778384895||1206248423||01||
1778384896||1795162111||1206248423||01||
1795162112||1811939327||1206248423||01||
1811939328||1828716543||1206248423||01||
1828716544||1845493759||1206248423||01||
1845493760||1862270975||1206248423||01||
1862270976||1879048191||1206248423||01||
1879048192||1895825407||1206248423||01||
1895825408||1912602623||1206248423||01||
2886729728||2887778303||1206248423||01||
2902458368||2919235583||1206248423||01||
2919235584||2936012799||1206248423||01||
2936012800||2952790015||1206248423||01||
2952790016||2969567231||1206248423||01||
2969567232||2986344447||1206248423||01||
2986344448||3003121663||1206248423||01||
3003121664||3019898879||1206248423||01||
3019898880||3036676095||1206248423||01||
3036676096||3053453311||1206248423||01||
3053453312||3070230527||1206248423||01||
3070230528||3087007743||1206248423||01||
3087007744||3103784959||1206248423||01||
3103784960||3120562175||1206248423||01||
3221159936||3221225471||1206248423||01||
3221225472||3221258239||1206248423||01||
3221258240||3221291007||1206248423||01||
3305111552||3321888767||1206248423||01||
3741319168||3758096383||1206248423||01||
3758096384||3774873599||1206248423||01||
3774873600||3791650815||1206248423||01||
3791650816||3808428031||1206248423||01||
3808428032||3825205247||1206248423||01||
3825205248||3841982463||1206248423||01||
3841982464||3858759679||1206248423||01||
3858759680||3875536895||1206248423||01||
3875536896||3892314111||1206248423||01||
3892314112||3909091327||1206248423||01||
3909091328||3925868543||1206248423||01||
3925868544||3942645759||1206248423||01||
3942645760||3959422975||1206248423||01||
3959422976||3976200191||1206248423||01||
3976200192||3992977407||1206248423||01||
3992977408||4009754623||1206248423||01||
4009754624||4026531839||1206248423||01||
4026531840||4043309055||1206248423||01||
4043309056||4060086271||1206248423||01||
4060086272||4076863487||1206248423||01||
4076863488||4093640703||1206248423||01||
4093640704||4110417919||1206248423||01||
4110417920||4127195135||1206248423||01||
4127195136||4143972351||1206248423||01||
4143972352||4160749567||1206248423||01||
4160749568||4177526783||1206248423||01||
4177526784||4194303999||1206248423||01||
4194304000||4211081215||1206248423||01||
4211081216||4227858431||1206248423||01||
4227858432||4244635647||1206248423||01||
4244635648||4261412863||1206248423||01||
4261412864||4278190079||1206248423||01||
4278190080||4294967295||1206248423||01||
